age,income,experience,score,click_rate,time_spent,noise1,noise2,target
56,61218,5,60,0.06,27,0.4989822335509235,0.7028266156484058,0
34,74472,12,71,0.14,22,0.24806146104460036,0.9005488645732307,1
47,50566,20,78,0.24,68,0.27437149509762226,0.6181261796596027,1
37,86125,17,74,0.09,40,0.821902251647863,0.3887201411961959,1
53,63205,14,63,0.2,27,0.9869235760523383,0.7140075581026751,1
41,59717,14,63,0.12,47,0.4638640292616176,0.6190362295586421,0
30,79984,3,51,0.25,78,0.3217706951544964,0.6166141928006347,1
32,55135,12,62,0.25,49,0.9314481761595688,0.8498377570282212,0
23,58164,20,52,0.24,51,0.5004484464663165,0.9104685387469529,0
41,68562,18,79,0.18,30,0.7303535711807213,0.18024166442168732,1
26,99110,12,67,0.12,39,0.41374003095988376,0.3140502242172555,0
43,50169,2,85,0.25,69,0.20254857765815948,0.6503057009675414,1
23,89858,2,70,0.1,35,0.6548851125676257,0.5572212337096225,0
47,51604,17,68,0.12,44,0.6648426495367198,0.6523261694994593,0
34,30684,10,65,0.1,79,0.4601838500789507,0.43301459932718855,0
20,38007,18,77,0.22,64,0.26994963508083636,0.4124390137160495,1
22,71787,22,53,0.22,28,0.8318134920627488,0.11765390525973429,1
33,79582,19,64,0.21,70,0.27531812438557735,0.6236482401045308,1
57,35782,21,50,0.15,58,0.6590239862667921,0.17578565256496081,0
20,96770,1,65,0.08,68,0.38398562389269675,0.671021595637972,0
57,87645,24,69,0.28,59,0.4724806779377294,0.9670722432299811,1
57,61996,4,82,0.18,59,0.21140266150047204,0.25641282747629546,1
40,59204,4,66,0.15,22,0.6494799454793653,0.14215230534960477,0
48,47152,2,54,0.2,35,0.22582583361918485,0.02417524528093362,0
24,85186,19,54,0.1,31,0.48571404660761364,0.3788271863453391,0
29,49689,21,88,0.08,34,0.3284593931464067,0.21461105885689324,0
47,80690,12,62,0.15,72,0.9636057327846216,0.49185942314393605,0
40,87320,10,93,0.11,23,0.9822210958935474,0.5243060279927505,1
26,94226,13,85,0.11,42,0.7534913073380436,0.3493277443771017,1
22,86091,22,79,0.27,46,0.9839174948547723,0.7499062222781426,1
39,51942,23,53,0.18,58,0.11355064280773808,0.9048066707122159,0
38,68712,20,72,0.17,62,0.9923246540134493,0.21152309779327405,1
54,95277,23,70,0.22,75,0.10355591637084416,0.8362977734061264,1
23,79632,15,70,0.29,56,0.4154517736790876,0.13118789975537815,1
24,68031,3,55,0.08,32,0.23894757015445367,0.22870218454349733,0
20,50478,23,73,0.26,62,0.9538459634051912,0.5614156862337853,1
23,52551,20,80,0.2,56,0.6357899347991415,0.3065814887556104,1
31,78068,13,68,0.09,59,0.5971275338234417,0.04171079058884597,0
46,65561,8,87,0.12,40,0.9974385048873267,0.2948721417097855,1
42,32892,7,61,0.17,48,0.6124261038907539,0.9048701885969027,0
44,54395,24,63,0.22,48,0.6461598809360338,0.17422316192182108,0
40,48756,8,61,0.11,68,0.044774299296759024,0.763750879842776,0
43,64651,18,64,0.18,30,0.8590506020335373,0.7222820060044813,1
44,96333,9,68,0.22,70,0.9700894317421239,0.10622481606424206,1
51,79306,6,77,0.16,69,0.9603111505236865,0.3294429645838667,1
51,51346,4,89,0.27,47,0.2211056095380688,0.18935628913870994,1
24,58024,15,90,0.27,29,0.2259153439701591,0.02315018119327117,1
55,70818,5,54,0.17,24,0.36604712521317817,0.17304067523589628,1
58,35947,5,54,0.29,75,0.3102100709175669,0.201577941633729,0
35,97428,7,55,0.07,76,0.30561464739749555,0.1659802473044284,0
52,59754,9,72,0.05,44,0.6052167171350913,0.09109720943732036,0
40,93355,7,52,0.15,52,0.8056080068369498,0.5263051322213006,0
28,88241,9,86,0.2,36,0.9367681606746001,0.32263904170280644,1
25,98960,20,82,0.21,68,0.06786047857733235,0.9082493614081195,1
54,43418,10,92,0.17,52,0.2779784763841151,0.18721346801943717,1
58,85184,4,70,0.08,44,0.25501377344295495,0.6028626300964461,0
41,34833,6,69,0.09,52,0.35743966357383716,0.9006203842656424,0
24,71833,24,50,0.26,74,0.424334263114571,0.04718965106588291,1
42,30565,14,88,0.27,73,0.3891714717030217,0.5162774709389732,1
36,70180,9,66,0.22,28,0.9521472093811999,0.45066881253118707,1
31,48402,1,78,0.22,46,0.4371290560843858,0.928778608077409,1
42,72845,17,57,0.2,44,0.5515925710848579,0.6637647728743618,1
35,42834,13,75,0.1,23,0.7486332804859066,0.3491614099520438,0
22,97850,24,77,0.16,28,0.7250847969865215,0.7115212185081488,1
49,67180,7,83,0.22,65,0.5829645666945688,0.5826540207138508,1
41,33883,9,75,0.18,34,0.86083202349919,0.3471698980348046,1
28,41695,11,62,0.05,35,0.6241813089408278,0.7852486778353881,0
48,53123,3,93,0.29,35,0.8747588473885994,0.6681697598063643,1
56,88481,12,86,0.26,32,0.30276575058250377,0.005416298342469705,1
42,47573,21,62,0.12,33,0.1320236769133356,0.8651346060109877,0
32,86494,3,87,0.2,41,0.8195204565492692,0.39709188222113034,1
51,42288,15,74,0.28,40,0.38251790797490937,0.6454476005873211,1
42,76978,21,72,0.07,28,0.6510845716412402,0.3967683209719184,1
36,84672,10,71,0.18,74,0.7373111964695933,0.8813620442339002,1
59,91821,1,70,0.16,60,0.32671047542724896,0.6508354461890161,1
40,99224,14,79,0.15,72,0.5051633885700391,0.5793862091002897,1
21,84796,20,60,0.26,23,0.894926515139504,0.9802647501025478,1
56,74706,6,53,0.15,29,0.8797932352384719,0.280640520060651,0
25,34023,2,82,0.07,54,0.7493570775127645,0.06525429061162447,0
37,66735,23,61,0.07,72,0.7627395319435024,0.5160104329061445,0
49,69218,8,58,0.06,28,0.897684449081332,0.4240178338159395,0
41,42213,1,81,0.15,70,0.7363323872899161,0.45429004907704507,0
52,58460,4,60,0.23,67,0.3395853593034954,0.6201048382857344,0
49,94680,4,86,0.1,35,0.12078267964001865,0.6151216366038392,1
36,61017,5,73,0.21,68,0.4218840999747373,0.392264293331531,1
51,60990,20,56,0.22,37,0.08734341585367633,0.8628770239625547,1
33,49515,9,57,0.11,29,0.11577077699078842,0.6514585094871655,0
29,59991,23,82,0.2,40,0.9501720928365696,0.8899116791086679,1
55,37634,13,74,0.22,70,0.6758869606024898,0.9131539051024458,1
53,59377,18,50,0.17,73,0.8516087004702991,0.16731207586085428,0
28,63001,17,52,0.13,34,0.6428991932734907,0.6805618738910603,0
47,31391,1,89,0.2,34,0.4185400284000711,0.31751186383764274,1
30,95206,22,77,0.29,30,0.025158782461582763,0.8364290545484792,1
33,72215,15,92,0.16,59,0.9558370369750374,0.7328515796555052,1
58,57114,2,82,0.15,73,0.07093247205258124,0.19874768752585303,0
38,41882,16,50,0.17,67,0.6101630660198326,0.9387307665032205,0
34,47273,20,87,0.07,61,0.10220321173051539,0.6834790069924235,0
47,75647,22,76,0.19,60,0.28414767858956835,0.9486331032375814,1
43,94892,5,87,0.13,66,0.18581745729879473,0.20191117219340848,1
27,72679,22,84,0.08,73,0.5537169151588768,0.869705094398634,1
28,30427,19,59,0.17,56,0.8870753451221001,0.6680728204156353,0
52,96267,5,61,0.05,39,0.6356223077977161,0.5522865937826461,0
52,30799,2,59,0.15,53,0.6641880195062606,0.8205128998610388,0
38,85659,7,83,0.08,41,0.9089314962133026,0.6328638868457098,1
22,37025,3,73,0.06,67,0.7494252279711053,0.6696001605521047,0
29,44481,17,77,0.26,37,0.8659558363840327,0.2536705842560909,1
59,55411,24,71,0.28,35,0.41639209185986537,0.8170536886312914,1
20,44961,24,94,0.1,24,0.8653563377721201,0.6503027023273146,0
48,51767,3,65,0.18,20,0.6458613885658445,0.8443891787008013,0
53,81690,13,62,0.12,38,0.1356077827413381,0.3515269655433837,0
32,82870,7,85,0.17,29,0.03871250836706608,0.33171012240572295,1
20,66135,24,85,0.16,40,0.24403441368578438,0.023902964598464194,1
53,94514,3,92,0.12,32,0.3783496488266912,0.7686053267945152,1
48,53772,15,72,0.23,74,0.8375678660808568,0.33031438709175165,1
32,48799,18,63,0.08,43,0.7412445570252967,0.32721230970582693,0
48,53555,10,81,0.06,42,0.9553757278069176,0.6886845154747696,0
58,49333,23,52,0.24,42,0.559174798746506,0.2528689767727943,0
43,34261,7,76,0.22,30,0.7477416516079946,0.9090204865991361,1
45,99002,9,68,0.17,66,0.27528338524262475,0.5380659912552167,1
36,76553,5,71,0.17,21,0.6795778928953071,0.9694772360453631,1
26,33088,20,50,0.17,25,0.7061512025362862,0.07666884458945422,0
32,75783,8,54,0.16,72,0.8484153284195612,0.3368253676457029,1
24,31115,14,82,0.15,30,0.5364035108750838,0.3814703434143959,0
45,98126,4,68,0.17,34,0.649005147595177,0.7304207200805798,1
22,99109,20,85,0.18,28,0.20304881010489884,0.21296225793061374,1
26,32978,14,55,0.22,31,0.7367590901264514,0.3753458533825711,0
58,39422,12,64,0.23,77,0.8384117226401352,0.9106425439575917,0
20,73626,2,85,0.14,78,0.5937377461864164,0.11455088368902899,1
36,86174,13,82,0.15,55,0.1156744623741982,0.745324000658666,1
44,67743,1,73,0.14,47,0.312857356311943,0.7024851116274694,1
22,87199,20,76,0.18,42,0.47551465101129,0.13050507659410904,1
34,59430,7,60,0.16,46,0.6771623914028342,0.6884906873685755,0
48,58834,9,72,0.27,43,0.32032710786522545,0.5697837893089097,1
51,54435,17,82,0.22,33,0.8402910513391142,0.2875223371440848,1
45,85797,21,90,0.27,73,0.3717897913654036,0.3111411950525529,1
35,73554,23,78,0.23,54,0.042836347946960784,0.8329922753357623,1
44,84555,13,80,0.29,46,0.7939944166698351,0.23101498626622174,1
47,44716,23,50,0.21,40,0.6442231695110412,0.5127805294276744,0
28,90261,10,83,0.29,68,0.8019564947306976,0.6811497373031968,1
20,57528,16,67,0.09,32,0.3488898132668935,0.12990169433685417,0
48,31995,6,67,0.06,27,0.01763019215264583,0.9323538712163144,0
41,52414,16,55,0.19,63,0.07375292365782793,0.2606343150283855,0
35,43844,11,89,0.3,63,0.11180078070082722,0.31883492300321814,1
26,66659,20,50,0.15,63,0.8051475781557017,0.6661157381092574,0
33,45522,3,91,0.1,78,0.3014347543601573,0.07819164713613347,0
48,72322,9,79,0.18,53,0.9978985094224627,0.6276126899186166,1
38,97638,15,53,0.21,61,0.7583883964968853,0.9160299601857504,1
38,38524,13,81,0.13,42,0.6011549530902318,0.24909055530142477,0
21,60846,10,59,0.23,28,0.9836194119964248,0.3619077267846027,1
34,90096,20,92,0.29,20,0.3163091883165179,0.23233395752125774,1
22,77703,24,54,0.27,55,0.16561556912117115,0.818768748912934,1
30,54399,13,58,0.12,74,0.7372729696513153,0.16760782350446635,0
49,78591,17,54,0.13,65,0.2780833787896416,0.34662823543585697,0
59,50714,7,60,0.14,35,0.9610369280667572,0.6010218214251366,0
37,65877,6,84,0.15,44,0.9880693122501709,0.4045544326659992,1
21,89136,13,76,0.08,37,0.9264043950253538,0.06546931450707805,1
51,63414,17,53,0.24,53,0.9447617629095447,0.9477206676150927,1
27,75468,15,59,0.14,57,0.61565481741636,0.33790044175856637,0
41,76835,4,88,0.27,22,0.6921186495686299,0.4456512127647778,1
25,93333,15,82,0.28,39,0.0942461577726944,0.16754533520336579,1
31,72464,14,87,0.06,38,0.7630501597286888,0.8653502390459232,1
59,52923,21,57,0.3,32,0.20206336307689443,0.29142878786461157,0
55,91855,11,73,0.23,36,0.8403260597043828,0.01982304339946228,1
34,97445,24,88,0.18,33,0.9615318206110014,0.3164025825879171,1
47,97619,4,82,0.15,49,0.21237762916547331,0.984059684532896,1
37,76146,3,90,0.18,41,0.07803111760562131,0.1468428728149952,1
21,90032,2,92,0.13,62,0.4838901392678898,0.031202487988527428,1
32,47140,20,68,0.21,67,0.7915493719483091,0.5781755902289827,0
34,32670,10,51,0.07,62,0.7706401699435229,0.3716665464675081,0
39,66519,13,60,0.21,48,0.6968185056565842,0.7949752992104515,1
48,74512,20,84,0.12,69,0.8206959902347412,0.7318877638587253,1
48,87811,21,66,0.05,21,0.17498835259515266,0.18541902809982658,0
22,44691,23,91,0.19,74,0.651937757885946,0.5646323051550998,1
38,64262,18,52,0.19,72,0.6056793158976498,0.03243600745608488,1
22,84892,21,71,0.16,27,0.15343172375969316,0.439478228134477,1
33,55595,16,84,0.07,33,0.41442707063854767,0.7140532219683575,0
59,87207,11,70,0.27,53,0.8525297193095475,0.4149587920877701,1
23,63440,10,74,0.2,32,0.9718018040481599,0.11795414782016089,1
30,38630,9,88,0.08,29,0.6654301775773518,0.06153358698935407,0
50,61250,12,51,0.18,27,0.9219410419862444,0.8536594497811767,1
51,94791,19,50,0.17,26,0.13204923058341733,0.8913269599491134,1
46,93753,1,56,0.07,32,0.9750605256429472,0.3430924812177998,0
49,90520,18,69,0.2,45,0.03350649918071347,0.16417232463075293,1
21,34008,14,92,0.25,75,0.5272592734711015,0.9786162131242211,1
28,74464,22,55,0.24,78,0.2910083294708191,0.5458638036012106,1
47,30496,21,85,0.1,51,0.8139091067848093,0.47665504371582457,0
50,53212,1,70,0.27,38,0.2175436320975107,0.7416077473932791,0
53,50637,17,84,0.14,75,0.011530036733138793,0.16886933942136162,0
34,75227,11,85,0.29,34,0.4146094592361932,0.5799897234039109,1
44,39884,20,57,0.07,73,0.06410799766644482,0.8901623564075889,0
55,98259,15,53,0.17,21,0.29009256918774906,0.023068485937858596,1
27,79810,4,92,0.2,73,0.6437476916666982,0.6729397068520986,1
28,34761,15,65,0.11,56,0.294703176616566,0.5514239557514055,0
56,46375,22,52,0.24,38,0.24579322732123265,0.950800784474451,0
58,55218,22,56,0.21,52,0.15549566307033957,0.2586985099222139,0
51,60565,14,51,0.05,58,0.13517227408451837,0.8588916419263729,0
36,62975,22,50,0.2,69,0.5258573731814192,0.3089857018832849,1
54,57073,1,50,0.17,52,0.6815070229434714,0.4298635760629078,0
56,99726,9,87,0.1,20,0.4527332057356356,0.21328756476449506,1
38,31883,7,56,0.3,58,0.1236030990478505,0.8635910157855093,0
48,98422,23,73,0.27,47,0.6477562995215262,0.19540966065360987,1
26,79629,11,54,0.12,36,0.5571218983216382,0.8590129932645455,0
47,94170,23,70,0.19,76,0.38127545526544704,0.4556133825705476,1
28,38381,2,77,0.13,25,0.33004687712601355,0.8350854938168207,0
47,53238,2,67,0.24,71,0.183152891150142,0.264488559109865,0
25,43795,6,73,0.28,63,0.1462994588314569,0.13273014137120653,1
48,92999,23,81,0.14,39,0.33877169446869937,0.5549612649599018,1
36,79907,19,94,0.25,66,0.041631124103455264,0.5094370670557166,1
35,39638,20,82,0.17,32,0.43662741280130735,0.3566073780035326,1
42,72623,14,59,0.15,31,0.6015739292849359,0.6628214185384144,0
50,68492,3,58,0.28,49,0.9416542752928907,0.09514282875751157,1
22,56411,7,82,0.18,40,0.6258281432777371,0.6220010749151295,1
40,50534,7,82,0.17,21,0.6240760468558998,0.21175609350023694,1
45,59181,4,56,0.22,72,0.3744148056036056,0.12895455602129713,0
55,49996,23,53,0.12,37,0.1333171562810509,0.9096081801253559,0
56,59405,5,77,0.13,47,0.4469376532558422,0.4597957611538346,0
41,58930,17,72,0.28,23,0.598676319067514,0.7634168715880244,1
31,47529,4,81,0.22,61,0.724033596655804,0.08911692844851715,1
32,83546,23,93,0.26,62,0.8260867738954308,0.05746487800608335,1
30,37942,13,65,0.12,72,0.2559280920681215,0.49485221292106485,0
35,37548,16,59,0.19,25,0.24122007522788746,0.3155511515451308,0
27,48296,16,63,0.29,57,0.5652998631045181,0.00490729250948263,0
59,81016,2,88,0.13,28,0.5660151831344293,0.18329464489886693,1
59,30296,18,85,0.09,39,0.2179477967027743,0.21877551549045793,0
21,97945,1,83,0.18,64,0.5874753103512731,0.28850635453109386,1
49,89980,18,73,0.15,49,0.3458788499743949,0.8775355770433512,1
49,86782,8,67,0.09,56,0.6393149188786329,0.42060253113196866,0
31,64229,11,65,0.27,57,0.29104471367220164,0.6794323904770867,1
29,83444,24,90,0.3,23,0.5922917920715765,0.01839609266153297,1
30,65036,24,86,0.19,57,0.768310041236923,0.8139256778828677,1
34,69322,15,90,0.24,69,0.9801587757019379,0.24032894419641726,1
35,57167,16,74,0.26,79,0.9110680564717573,0.3090393289104346,1
36,81667,17,57,0.23,32,0.5035387473274523,0.04525643198703855,1
45,81468,17,73,0.06,74,0.48834908331761806,0.4096929059736154,1
21,83084,12,69,0.09,54,0.43770000593574876,0.8525767727400451,0
31,93138,10,79,0.07,49,0.027750597988638437,0.37873425812028916,1
45,52588,20,69,0.05,61,0.16595449748626168,0.9086052707563924,0
42,92901,6,67,0.13,23,0.05918908830405578,0.8674476031926819,0
37,47671,8,53,0.15,44,0.6963550847753208,0.061960942994325974,0
51,61645,13,85,0.11,50,0.4132346502181655,0.30527194378181266,1
57,37637,2,55,0.07,66,0.06376987806540957,0.9104173075174606,0
22,30660,19,52,0.18,31,0.69057507765387,0.02980894247466981,0
57,36922,22,67,0.12,34,0.6444358628279439,0.7658082846087595,0
22,74721,10,89,0.25,72,0.7199628306904972,0.906427979151267,1
49,87256,4,67,0.05,76,0.5998341177615691,0.7704913983358268,0
20,99506,12,72,0.26,45,0.16153955994728408,0.7438143170059077,1
49,98943,18,84,0.29,77,0.06139229774216881,0.8433557756171498,1
51,57843,7,55,0.23,29,0.8171409702270372,0.6657895610320113,0
47,39046,20,75,0.23,31,0.21580899896586603,0.4230961887829716,1
40,93985,24,70,0.28,77,0.5425292404741829,0.06275555133505517,1
32,60346,24,73,0.1,41,0.48521701473218715,0.7879674450144459,1
46,83526,23,64,0.3,59,0.9210525404365142,0.9052536390408915,1
55,66787,4,76,0.24,72,0.5524397608542984,0.5115864615532002,1
26,63583,7,81,0.23,40,0.5800168853871507,0.53251047445579,1
41,42563,10,61,0.14,54,0.31950503371581274,0.4032869841460677,0
29,76060,15,54,0.19,26,0.9586947017686612,0.856882610833859,1
58,63690,12,56,0.21,37,0.6123738157392347,0.014803303963580094,1
34,44925,1,71,0.21,46,0.004980383591258075,0.6245485496151851,1
34,50108,20,76,0.23,79,0.5560822637349633,0.9074130977587378,1
23,98258,18,64,0.07,54,0.3638653883052012,0.1032223255322674,0
51,35355,16,88,0.14,66,0.032112204298832214,0.9591645373979879,0
42,76069,5,94,0.16,21,0.43154978550708445,0.9676781640351141,1
25,84471,19,84,0.12,51,0.7735664883786297,0.9297889651561541,1
43,62705,4,75,0.09,34,0.5037894579563624,0.46254609597192253,1
39,73909,6,72,0.08,64,0.6394590861399947,0.38297000303229733,1
56,83739,17,62,0.14,43,0.639741465720317,0.7059477365220372,0
39,53241,7,75,0.17,39,0.6710193024834269,0.3186902179440917,1
31,57414,24,52,0.07,29,0.3875961945685754,0.06834415309538955,0
52,80818,23,78,0.29,75,0.370004839056845,0.9014221633620312,1
47,50895,7,51,0.24,43,0.004584531345275256,0.6348560599317545,0
27,92409,9,77,0.23,43,0.15422246052892108,0.20715449829126786,1
20,85324,13,72,0.09,43,0.9508102127815516,0.01840856134828439,1
56,96920,20,85,0.2,59,0.8424167157882098,0.7235159669313079,1
41,83555,14,55,0.18,67,0.275108437389903,0.8527999227643955,1
25,95453,16,60,0.3,79,0.40119194892578325,0.4056475756483271,1
40,52689,23,87,0.24,76,0.939921323384633,0.08089821085314508,1
51,94356,9,83,0.19,67,0.2504444795535772,0.6486212377003499,1
54,38252,15,66,0.26,53,0.5325329692889299,0.2969290522348986,0
34,60844,5,52,0.09,60,0.02207978405540456,0.14394672495027694,0
24,53365,18,93,0.05,59,0.6197348363528066,0.5103965552062344,0
25,36026,21,83,0.22,30,0.9300735981743949,0.4818437248922579,1
44,58523,20,71,0.07,45,0.8847433848400222,0.5167704090773599,0
59,40482,8,78,0.08,20,0.5019692206275332,0.8239323235591991,0
48,78888,15,78,0.24,49,0.6496419722771659,0.4845458824776856,1
26,80110,21,54,0.12,72,0.5697981940132855,0.9005405797458631,0
59,30493,9,59,0.21,62,0.06697424415417552,0.8418106196221657,0
32,86194,19,59,0.28,37,0.15872348687674587,0.651115949283202,1
57,69767,22,58,0.13,45,0.9638173147697597,0.05685185760530598,0
37,59550,6,70,0.1,72,0.25596869687167323,0.8649443894628354,0
21,43833,4,62,0.08,66,0.38444921609639937,0.905572029446741,0
27,32970,11,59,0.08,75,0.5089443079545072,0.3750471345102928,0
30,79177,10,87,0.07,28,0.9791321293933415,0.5261517596566083,1
52,97342,3,60,0.07,28,0.6899935062297765,0.2810206706385272,0
57,91501,1,53,0.16,20,0.6295984977303652,0.014716334007391918,1
46,58900,12,80,0.13,26,0.5243999724408593,0.47945106131913084,0
39,44126,23,83,0.23,63,0.7006744145945571,0.12935897337763125,1
31,77994,15,91,0.27,78,0.6640158905283466,0.1833247102265826,1
50,97061,15,84,0.25,75,0.9028408922609821,0.4807108116222616,1
46,46978,21,88,0.18,61,0.5418353053646227,0.8670383409800222,1
51,86344,14,88,0.08,70,0.4215025881904898,0.8446326717542825,1
29,76648,7,82,0.23,35,0.8071620280638713,0.9650684214300339,1
22,31055,17,57,0.14,57,0.7997833346868184,0.4826806185234379,0
46,74876,24,81,0.07,30,0.16983643801208748,0.5520089097144623,1
54,68725,19,82,0.26,70,0.23679199785645566,0.8221162343100088,1
50,35255,7,57,0.13,44,0.9586382612997058,0.6996734103996725,0
34,83380,3,63,0.1,48,0.44410953838238476,0.18282210690233924,0
35,83333,3,83,0.27,38,0.5196606965311896,0.39817475208995623,1
32,72459,18,57,0.28,37,0.3101601245798098,0.9291592920764897,1
54,66163,20,91,0.13,76,0.4810710228973535,0.14612714329278276,1
30,63971,22,56,0.14,66,0.7433566071956559,0.2093563740264004,0
40,95149,14,62,0.19,78,0.48234509746367527,0.400660041921058,1
30,49476,3,70,0.23,48,0.3147846799586652,0.9398741327661035,0
49,98580,7,81,0.07,35,0.09600100439437653,0.11381814161734671,1
54,99050,7,60,0.2,65,0.928261520537591,0.6729423666930614,1
41,37507,5,63,0.29,59,0.8716578228018956,0.1321225239120657,0
57,42118,3,60,0.12,27,0.7913649433497222,0.5245010355837869,0
50,80529,18,51,0.28,53,0.6940709638425651,0.5365635132401326,1
33,98682,15,83,0.29,25,0.5155098844505834,0.04262610653419452,1
43,84176,20,93,0.12,64,0.8973967861224503,0.9541177907715729,1
51,34414,14,66,0.24,64,0.7917015127970499,0.8066226302358516,0
55,92137,4,63,0.11,72,0.8160108418244626,0.302854201526256,0
51,33937,24,74,0.23,49,0.3095504729994665,0.13062429180973534,1
34,66731,8,76,0.25,63,0.4234582734023983,0.3456267130240487,1
54,68665,21,57,0.11,53,0.7068022641232585,0.8942765462442336,0
22,47500,13,66,0.23,40,0.3710623032077538,0.1326835968433,0
35,31750,22,54,0.25,71,0.49397465327548096,0.349317098324776,0
24,95018,8,61,0.14,76,0.6465129677051235,0.49430442466482905,0
40,34027,15,87,0.09,31,0.43775840158428103,0.032884316786656376,0
29,35745,17,67,0.07,68,0.7930396071628899,0.2680337126513016,0
38,91731,5,75,0.19,25,0.11627883888451496,0.5956338935677179,1
44,58451,20,80,0.29,58,0.7180565097820173,0.32396458121585225,1
23,91536,4,86,0.26,79,0.14521006061127795,0.8705254403532593,1
48,42150,11,55,0.16,25,0.937839654928526,0.9367654187192154,0
38,43406,18,90,0.18,72,0.31403768069495874,0.44154286544972376,1
21,49781,10,64,0.12,79,0.7954323610394711,0.5320204754162222,0
29,87417,17,91,0.09,23,0.521416978108676,0.6308082683110099,1
44,48325,15,75,0.17,72,0.09108706658787413,0.6645349660947898,1
39,98684,6,61,0.17,28,0.5825868543910996,0.0632579444004846,1
38,39436,23,90,0.18,24,0.9121777368825699,0.05367943026615951,1
42,47669,21,63,0.29,29,0.15723440443790393,0.865587674247754,0
43,31843,16,50,0.2,66,0.3213069493608317,0.2198720467926888,0
30,95609,15,66,0.2,27,0.4391586709577402,0.5841055029438083,1
53,80812,8,82,0.08,42,0.2750530633406537,0.6246718145136085,1
47,46059,9,78,0.3,23,0.943779474736361,0.16446427740024072,1
24,70768,11,94,0.24,77,0.37750026480846555,0.7615966267696498,1
24,55395,2,80,0.27,56,0.6580620584856787,0.8659456182976709,1
40,50202,13,57,0.15,26,0.2239167643700659,0.2853776813176979,0
31,43273,4,79,0.18,25,0.21970593748164824,0.8778401809234372,1
23,78889,9,62,0.18,64,0.17584933560393912,0.08103716876456457,1
39,75510,5,65,0.1,70,0.4348122635267233,0.8004639262072368,0
57,32881,19,51,0.22,61,0.532858202290054,0.6401111609436934,0
44,75913,22,94,0.28,34,0.010748165751581773,0.5831107893853174,1
33,95037,3,67,0.09,54,0.8329234276131146,0.23013274482494817,0
30,92457,21,84,0.07,69,0.5127538925310988,0.3618418027799849,1
51,65343,3,94,0.23,51,0.15720992341643203,0.9103043842702092,1
30,92389,6,68,0.12,33,0.06729331250298876,0.46574108642575074,0
37,38656,10,62,0.21,54,0.06319929712932804,0.5943800843627953,0
46,35741,5,53,0.22,30,0.257643486858529,0.9358515327960218,0
37,46661,3,68,0.13,29,0.4992921479709789,0.4664884403232421,0
42,58690,22,74,0.25,36,0.8602395360029984,0.38826923839340877,1
30,62833,24,87,0.19,32,0.9029654268909035,0.8932021110481209,1
40,87141,7,80,0.27,76,0.8323279199794039,0.910887954505611,1
24,69023,22,85,0.24,53,0.3285634681207237,0.35463825930198856,1
42,70209,18,53,0.27,79,0.30655775170609934,0.5919896825502069,1
44,44440,23,88,0.06,64,0.9874583451549976,0.963727772833238,0
29,37960,8,56,0.11,70,0.6812806299874589,0.05547069513939629,0
41,52462,1,65,0.07,24,0.30495194125754177,0.03980241952058383,0
38,47821,4,54,0.16,67,0.3290801523248035,0.5165805088689808,0
20,87772,24,72,0.27,29,0.43464443931069696,0.29124014362658845,1
26,57258,7,85,0.17,51,0.6218066978248374,0.5818498849341502,1
23,92524,14,81,0.26,31,0.8979791599716789,0.7242953529335947,1
20,52115,13,73,0.13,71,0.19830711969640924,0.06907433752097236,0
34,76433,10,74,0.13,32,0.08440339768446259,0.8823674758021949,1
59,70644,23,94,0.27,40,0.40575212395423255,0.276887001236956,1
31,92643,18,77,0.16,67,0.2454554826105766,0.3813474821801942,1
41,43311,1,68,0.25,73,0.5760326734391034,0.33703675196405025,0
41,60531,4,56,0.11,72,0.6992148371474215,0.8398348580891988,0
36,44588,16,93,0.29,77,0.3107359537174299,0.1706522001621008,1
48,79416,16,90,0.19,52,0.6854512888619886,0.028673218311647264,1
33,42380,18,66,0.24,73,0.3431472548578066,0.9718016117192292,0
39,72645,8,51,0.07,60,0.6349681396662621,0.9806324752211041,0
52,47818,10,65,0.17,67,0.6330608067473998,0.2576928298801858,0
34,60857,16,88,0.28,70,0.27815970342164376,0.009352635104255325,1
31,51711,23,67,0.27,66,0.6357227517102035,0.6459171021933336,0
59,35097,24,88,0.06,69,0.3809550957236558,0.6484632827647695,0
39,58393,11,50,0.13,73,0.33645494436066525,0.9403567144657202,0
49,52076,6,52,0.16,51,0.28928774706649263,0.29847051074256026,0
57,87609,1,70,0.09,31,0.345645260134289,0.18950417789648744,0
22,59317,12,79,0.23,65,0.786744892061148,0.6163823471830578,1
47,88480,6,60,0.1,54,0.2451788141725172,0.5636710655584294,0
45,37044,13,71,0.14,55,0.6819874051463097,0.7177367937066162,0
49,85486,17,74,0.22,57,0.9006205849809001,0.8851274032904455,1
32,85162,1,52,0.17,67,0.3504289410345621,0.5597451874799895,1
32,59882,8,79,0.23,47,0.029512064494900403,0.15007525979379177,1
21,84078,22,73,0.29,32,0.024606029124990103,0.5981289433616429,1
56,88734,8,94,0.08,31,0.13950288835030433,0.374101567431258,1
57,73826,24,85,0.23,41,0.11004484309866558,0.45273502860910353,1
21,74028,11,72,0.11,63,0.7480852498714332,0.959484390889166,1
55,81331,14,57,0.15,21,0.29485071690737263,0.5549470542425377,0
45,62543,24,53,0.06,48,0.6525097736006843,0.14964715887894242,0
